place_name,facility,total_mentions,positive_count,negative_count,neutral_count,sentiment_score,majority_sentiment,supporting_review_count,sample_evidence_chunk_ids
Aberdeen Falls,Accommodation,8,2,0,6,0.25,neutral,8,REV013124_F001;REV013128_F005;REV013129_F003;REV013130_F001;REV013138_F001;REV013145_F001;REV013147_F001;REV013154_F001
Aberdeen Falls,Bridge,3,0,1,2,-0.333,neutral,3,REV013127_F001;REV013129_F001;REV013147_F004
Aberdeen Falls,Brochure,1,1,0,0,1.0,positive,1,REV013134_F001
Aberdeen Falls,Cafe,1,0,0,1,0.0,neutral,1,REV013127_F003
Aberdeen Falls,Drinking water,1,1,0,0,1.0,positive,1,REV013138_F001
Aberdeen Falls,Food stall,1,0,0,1,0.0,neutral,1,REV013127_F004
Aberdeen Falls,Guide service,1,0,0,1,0.0,neutral,1,REV013143_F001
Aberdeen Falls,Parking,5,2,0,3,0.4,neutral,4,REV013128_F001;REV013128_F005;REV013130_F001;REV013151_F002;REV013152_F001
Aberdeen Falls,Road access,4,0,0,4,0.0,neutral,4,REV013135_F001;REV013139_F001;REV013147_F002;REV013153_F001
Aberdeen Falls,Seating,1,0,0,1,0.0,neutral,1,REV013128_F005
Aberdeen Falls,Shop,1,0,0,1,0.0,neutral,1,REV013127_F003
Aberdeen Falls,Shower,1,0,0,1,0.0,neutral,1,REV013132_F002
Aberdeen Falls,Signage,2,0,0,2,0.0,neutral,2,REV013149_F001;REV013151_F001
Aberdeen Falls,Steps or stairs,8,1,2,5,-0.125,neutral,6,REV013127_F002;REV013127_F003;REV013128_F002;REV013129_F002;REV013132_F001;REV013132_F002;REV013135_F002;REV013147_F003
Aberdeen Falls,Toilet,1,1,0,0,1.0,positive,1,REV013128_F006
Aberdeen Falls,Tuk tuk service,2,0,0,2,0.0,neutral,2,REV013141_F001;REV013153_F002
Aberdeen Falls,View platform,3,0,0,3,0.0,neutral,2,REV013128_F003;REV013128_F004;REV013131_F001
Abhayagiri Dagaba,Accommodation,4,0,0,4,0.0,neutral,3,REV007112_F003;REV007112_F005;REV007132_F001;REV007150_F002
Abhayagiri Dagaba,Brochure,3,2,0,1,0.667,positive,3,REV007061_F004;REV007108_F001;REV007130_F001
Abhayagiri Dagaba,Clothing cover service,2,1,0,1,0.5,positive,2,REV007112_F003;REV007136_F002
Abhayagiri Dagaba,Donation box,2,0,0,2,0.0,neutral,2,REV007061_F001;REV007090_F001
Abhayagiri Dagaba,Drinking water,1,0,0,1,0.0,neutral,1,REV007061_F005
Abhayagiri Dagaba,Entrance fee,10,4,0,6,0.4,neutral,10,REV007039_F002;REV007048_F001;REV007061_F003;REV007074_F001;REV007076_F001;REV007090_F001;REV007112_F001;REV007117_F001;REV007132_F001;REV007136_F001
Abhayagiri Dagaba,Guide service,1,1,0,0,1.0,positive,1,REV007150_F003
Abhayagiri Dagaba,Parking,3,2,0,1,0.667,positive,3,REV007024_F001;REV007066_F002;REV007097_F001
Abhayagiri Dagaba,Pathway,1,0,1,0,-1.0,negative,1,REV007111_F001
Abhayagiri Dagaba,Restaurant,2,2,0,0,1.0,positive,2,REV007112_F006;REV007132_F004
Abhayagiri Dagaba,Seating,1,1,0,0,1.0,positive,1,REV007024_F001
Abhayagiri Dagaba,Security,5,1,0,4,0.2,neutral,4,REV007063_F001;REV007066_F001;REV007112_F002;REV007150_F001;REV007150_F004
Abhayagiri Dagaba,Shade or shelter,3,1,0,2,0.333,neutral,3,REV007043_F001;REV007062_F002;REV007135_F001
Abhayagiri Dagaba,Shoe storage,3,0,2,1,-0.667,negative,3,REV007074_F002;REV007081_F001;REV007139_F001
Abhayagiri Dagaba,Shop,1,0,0,1,0.0,neutral,1,REV007061_F005
Abhayagiri Dagaba,Signage,3,1,1,1,0.0,positive,3,REV007024_F001;REV007050_F001;REV007112_F004
Abhayagiri Dagaba,Steps or stairs,3,0,0,3,0.0,neutral,3,REV007061_F001;REV007062_F001;REV007063_F001
Abhayagiri Dagaba,Ticket or receipt,10,5,3,2,0.2,positive,8,REV007025_F001;REV007031_F001;REV007038_F001;REV007039_F002;REV007061_F002;REV007117_F001;REV007132_F002;REV007132_F003;REV007138_F001;REV007138_F002
Abhayagiri Dagaba,Toilet,1,0,0,1,0.0,neutral,1,REV007061_F005
Abhayagiri Dagaba,Tuk tuk service,7,3,1,3,0.286,positive,6,REV007039_F001;REV007039_F002;REV007061_F004;REV007133_F001;REV007136_F001;REV007150_F003;REV007152_F001
Abhayagiri Dagaba,Visitor centre,1,1,0,0,1.0,positive,1,REV007112_F006
Ambewela Farms,Accessibility ramp,3,0,1,2,-0.333,neutral,3,REV037018_F001;REV037191_F001;REV037249_F002
Ambewela Farms,Accommodation,6,1,4,1,-0.5,negative,4,REV037027_F001;REV037027_F002;REV037027_F003;REV037120_F001;REV037314_F001;REV037315_F002
Ambewela Farms,Brochure,1,0,1,0,-1.0,negative,1,REV037221_F002
Ambewela Farms,Cafe,23,6,3,14,0.13,neutral,22,REV037037_F001;REV037058_F001;REV037073_F001;REV037074_F001;REV037079_F001;REV037085_F001;REV037097_F001;REV037097_F002;REV037119_F001;REV037137_F001;REV037141_F001;REV037144_F001;REV037194_F002;REV037220_F001;REV037227_F002;REV037237_F001;REV037240_F002;REV037243_F001;REV037251_F001;REV037266_F001;REV037276_F001;REV037283_F001;REV037312_F001
Ambewela Farms,Entrance fee,32,4,4,24,0.0,neutral,27,REV037049_F003;REV037060_F001;REV037065_F002;REV037065_F003;REV037068_F001;REV037069_F001;REV037091_F001;REV037133_F001;REV037138_F001;REV037161_F002;REV037161_F004;REV037166_F001;REV037185_F001;REV037186_F001;REV037189_F001;REV037223_F001;REV037227_F001;REV037234_F001;REV037235_F001;REV037240_F001;REV037243_F003;REV037249_F001;REV037249_F004;REV037286_F001;REV037294_F001
Ambewela Farms,Food stall,10,4,0,6,0.4,neutral,10,REV037161_F001;REV037162_F001;REV037168_F002;REV037216_F002;REV037266_F001;REV037276_F001;REV037283_F001;REV037302_F001;REV037312_F001;REV037313_F001
Ambewela Farms,General facilities,10,7,0,3,0.7,positive,10,REV037018_F003;REV037111_F001;REV037161_F003;REV037171_F001;REV037172_F001;REV037264_F001;REV037274_F001;REV037296_F001;REV037307_F001;REV037339_F001
Ambewela Farms,Guide service,5,1,2,2,-0.2,neutral,5,REV037049_F001;REV037099_F001;REV037168_F001;REV037213_F001;REV037254_F002
Ambewela Farms,Parking,2,1,0,1,0.5,positive,2,REV037227_F003;REV037244_F001
Ambewela Farms,Public transport access,3,1,0,2,0.333,neutral,2,REV037221_F001;REV037299_F003;REV037299_F007
Ambewela Farms,Restaurant,29,6,6,17,0.0,neutral,28,REV037060_F002;REV037065_F001;REV037087_F001;REV037106_F001;REV037134_F001;REV037135_F001;REV037138_F002;REV037161_F001;REV037163_F001;REV037164_F001;REV037168_F002;REV037175_F003;REV037176_F001;REV037193_F001;REV037196_F001;REV037196_F003;REV037216_F001;REV037235_F002;REV037251_F001;REV037252_F001;REV037261_F001;REV037271_F001;REV037286_F001;REV037289_F001;REV037299_F006
Ambewela Farms,Road access,9,3,0,6,0.333,neutral,8,REV037044_F001;REV037058_F005;REV037150_F001;REV037206_F001;REV037232_F001;REV037299_F004;REV037299_F007;REV037320_F001;REV037323_F001
Ambewela Farms,Safety barrier,2,0,1,1,-0.5,neutral,2,REV037018_F002;REV037020_F001
Ambewela Farms,Shade or shelter,3,1,0,2,0.333,neutral,2,REV037058_F002;REV037058_F003;REV037068_F001
Ambewela Farms,Shop,22,6,3,13,0.136,neutral,22,REV037021_F001;REV037023_F001;REV037044_F002;REV037050_F001;REV037063_F001;REV037082_F001;REV037084_F002;REV037091_F002;REV037121_F001;REV037126_F001;REV037129_F001;REV037182_F001;REV037205_F001;REV037223_F002;REV037239_F001;REV037249_F003;REV037260_F001;REV037270_F001;REV037286_F001;REV037308_F001;REV037309_F001;REV037321_F002
Ambewela Farms,Shower,1,0,0,1,0.0,neutral,1,REV037179_F001
Ambewela Farms,Signage,1,0,0,1,0.0,neutral,1,REV037132_F001
Ambewela Farms,Taxi service,2,0,0,2,0.0,neutral,2,REV037058_F004;REV037069_F001
Ambewela Farms,Ticket counter,1,1,0,0,1.0,positive,1,REV037254_F001
Ambewela Farms,Ticket or receipt,22,6,4,12,0.091,neutral,20,REV037040_F001;REV037044_F001;REV037084_F001;REV037109_F001;REV037127_F001;REV037175_F002;REV037194_F001;REV037196_F002;REV037216_F004;REV037220_F001;REV037223_F001;REV037234_F001;REV037243_F002;REV037254_F001;REV037255_F001;REV037258_F001;REV037258_F002;REV037268_F001;REV037268_F002;REV037293_F001;REV037308_F001;REV037334_F001
Ambewela Farms,Toilet,12,5,1,6,0.333,neutral,11,REV037025_F001;REV037028_F001;REV037037_F001;REV037049_F002;REV037168_F003;REV037175_F001;REV037201_F001;REV037216_F003;REV037216_F004;REV037229_F001;REV037310_F001;REV037323_F003
Ambewela Farms,Train service,3,1,0,2,0.333,neutral,2,REV037062_F001;REV037062_F002;REV037321_F001
Ambewela Farms,Tuk tuk service,1,1,0,0,1.0,positive,1,REV037114_F001
Ambewela Farms,Waste bins,1,0,0,1,0.0,neutral,1,REV037252_F002
Ambuluwawa Tower,Cafe,4,1,0,3,0.25,neutral,4,REV013690_F003;REV013704_F002;REV013711_F001;REV013715_F001
Ambuluwawa Tower,Entrance fee,12,4,2,6,0.167,neutral,10,REV013656_F001;REV013662_F001;REV013666_F003;REV013669_F001;REV013669_F003;REV013680_F003;REV013684_F001;REV013709_F001;REV013727_F002;REV013735_F001;REV013735_F002;REV013741_F001
Ambuluwawa Tower,Handrail,3,0,1,2,-0.333,neutral,3,REV013680_F005;REV013717_F001;REV013721_F001
Ambuluwawa Tower,Parking,3,0,0,3,0.0,neutral,3,REV013671_F002;REV013680_F003;REV013724_F001
Ambuluwawa Tower,Pathway,1,0,0,1,0.0,neutral,1,REV013668_F001
Ambuluwawa Tower,Public transport access,2,0,0,2,0.0,neutral,1,REV013708_F002;REV013708_F006
Ambuluwawa Tower,Restaurant,1,1,0,0,1.0,positive,1,REV013677_F001
Ambuluwawa Tower,Road access,1,0,0,1,0.0,neutral,1,REV013682_F002
Ambuluwawa Tower,Safety barrier,5,1,2,2,-0.2,neutral,5,REV013681_F001;REV013694_F002;REV013725_F003;REV013727_F001;REV013730_F001
Ambuluwawa Tower,Shop,1,1,0,0,1.0,positive,1,REV013704_F001
Ambuluwawa Tower,Signage,1,0,0,1,0.0,neutral,1,REV013725_F002
Ambuluwawa Tower,Souvenir shop,2,0,1,1,-0.5,neutral,2,REV013709_F004;REV013714_F001
Ambuluwawa Tower,Steps or stairs,48,6,12,30,-0.125,neutral,38,REV013655_F001;REV013656_F002;REV013657_F001;REV013659_F001;REV013659_F005;REV013660_F001;REV013661_F001;REV013667_F001;REV013671_F001;REV013678_F001;REV013680_F005;REV013682_F001;REV013683_F002;REV013683_F003;REV013688_F001;REV013690_F001;REV013690_F002;REV013696_F001;REV013696_F002;REV013700_F001;REV013701_F001;REV013704_F001;REV013707_F001;REV013708_F001;REV013708_F004
Ambuluwawa Tower,Taxi service,6,0,1,5,-0.167,neutral,5,REV013666_F004;REV013669_F001;REV013669_F002;REV013680_F002;REV013708_F006;REV013733_F001
Ambuluwawa Tower,Ticket counter,1,0,0,1,0.0,neutral,1,REV013659_F002
Ambuluwawa Tower,Ticket or receipt,6,4,0,2,0.667,positive,5,REV013659_F002;REV013659_F003;REV013666_F001;REV013698_F001;REV013735_F001;REV013744_F001
Ambuluwawa Tower,Toilet,4,1,1,2,0.0,neutral,3,REV013704_F002;REV013709_F004;REV013709_F005;REV013721_F003
Ambuluwawa Tower,Tuk tuk service,29,8,4,17,0.138,neutral,23,REV013659_F004;REV013666_F002;REV013669_F001;REV013670_F001;REV013671_F002;REV013680_F001;REV013680_F002;REV013680_F003;REV013680_F004;REV013680_F005;REV013681_F002;REV013683_F001;REV013684_F001;REV013693_F001;REV013694_F001;REV013702_F001;REV013704_F001;REV013704_F002;REV013707_F002;REV013708_F006;REV013708_F007;REV013719_F001;REV013720_F001;REV013723_F001;REV013724_F001
Ambuluwawa Tower,View platform,4,1,0,3,0.25,neutral,4,REV013692_F001;REV013705_F001;REV013708_F003;REV013750_F001
Ancient City of Polonnaruwa,Accessibility ramp,2,1,0,1,0.5,positive,2,REV007351_F001;REV007497_F003
Ancient City of Polonnaruwa,Accommodation,17,4,2,11,0.118,neutral,17,REV007167_F001;REV007168_F001;REV007174_F001;REV007183_F001;REV007194_F001;REV007287_F001;REV007289_F001;REV007354_F001;REV007372_F002;REV007420_F002;REV007432_F001;REV007456_F001;REV007494_F002;REV007558_F001;REV007560_F001;REV007580_F001;REV007595_F001
Ancient City of Polonnaruwa,Bike rental,22,5,3,14,0.091,neutral,21,REV007169_F001;REV007207_F001;REV007221_F002;REV007245_F001;REV007272_F004;REV007286_F002;REV007317_F001;REV007322_F001;REV007322_F002;REV007326_F001;REV007347_F002;REV007352_F001;REV007419_F001;REV007449_F001;REV007473_F001;REV007483_F001;REV007533_F001;REV007571_F009;REV007579_F001;REV007584_F001;REV007594_F001;REV007653_F001
Ancient City of Polonnaruwa,Boat service,1,0,0,1,0.0,neutral,1,REV007426_F002
Ancient City of Polonnaruwa,Brochure,35,17,8,10,0.257,positive,25,REV007157_F001;REV007157_F002;REV007157_F003;REV007157_F004;REV007178_F001;REV007184_F001;REV007184_F002;REV007196_F002;REV007205_F003;REV007222_F001;REV007228_F003;REV007256_F001;REV007272_F002;REV007290_F003;REV007290_F004;REV007304_F003;REV007314_F002;REV007396_F002;REV007397_F001;REV007409_F001;REV007456_F004;REV007472_F001;REV007495_F001;REV007515_F002;REV007515_F004
Ancient City of Polonnaruwa,Cafe,4,0,0,4,0.0,neutral,4,REV007174_F002;REV007369_F001;REV007391_F002;REV007611_F009
Ancient City of Polonnaruwa,Clothing cover service,6,2,0,4,0.333,neutral,6,REV007173_F001;REV007279_F002;REV007420_F003;REV007470_F001;REV007495_F002;REV007612_F001
Ancient City of Polonnaruwa,Donation box,1,0,0,1,0.0,neutral,1,REV007646_F002
Ancient City of Polonnaruwa,Drinking water,2,0,0,2,0.0,neutral,2,REV007308_F002;REV007588_F003
Ancient City of Polonnaruwa,Entrance fee,111,27,20,64,0.063,neutral,78,REV007157_F001;REV007159_F001;REV007163_F002;REV007170_F001;REV007184_F003;REV007192_F002;REV007195_F001;REV007198_F001;REV007200_F001;REV007200_F003;REV007200_F004;REV007212_F001;REV007224_F001;REV007226_F002;REV007227_F001;REV007228_F001;REV007228_F003;REV007229_F001;REV007233_F002;REV007233_F003;REV007234_F001;REV007236_F002;REV007238_F001;REV007244_F001;REV007250_F001
Ancient City of Polonnaruwa,Food stall,7,3,2,2,0.143,positive,7,REV007240_F001;REV007306_F003;REV007323_F003;REV007393_F002;REV007512_F003;REV007579_F002;REV007643_F001
Ancient City of Polonnaruwa,General facilities,2,1,0,1,0.5,positive,2,REV007214_F001;REV007340_F002
Ancient City of Polonnaruwa,Guide service,68,25,6,37,0.279,neutral,64,REV007156_F001;REV007160_F001;REV007177_F001;REV007177_F002;REV007184_F003;REV007185_F001;REV007190_F001;REV007193_F001;REV007194_F002;REV007200_F003;REV007213_F001;REV007218_F002;REV007219_F001;REV007232_F001;REV007259_F005;REV007264_F001;REV007286_F001;REV007286_F002;REV007297_F002;REV007301_F002;REV007304_F002;REV007315_F001;REV007316_F001;REV007323_F001;REV007338_F001
Ancient City of Polonnaruwa,Information board,8,0,2,6,-0.25,neutral,8,REV007178_F001;REV007346_F001;REV007461_F002;REV007515_F003;REV007573_F001;REV007583_F002;REV007584_F002;REV007585_F001
Ancient City of Polonnaruwa,Lifeguard service,1,1,0,0,1.0,positive,1,REV007384_F003
Ancient City of Polonnaruwa,Lighting,1,0,1,0,-1.0,negative,1,REV007244_F002
Ancient City of Polonnaruwa,Locker,1,0,1,0,-1.0,negative,1,REV007201_F002
Ancient City of Polonnaruwa,Multilingual information,9,3,1,5,0.222,neutral,9,REV007218_F001;REV007236_F003;REV007245_F002;REV007323_F002;REV007349_F002;REV007461_F002;REV007477_F001;REV007500_F001;REV007644_F001
Ancient City of Polonnaruwa,Parking,18,2,4,12,-0.111,neutral,17,REV007168_F001;REV007176_F001;REV007218_F002;REV007228_F002;REV007369_F001;REV007434_F001;REV007434_F002;REV007440_F002;REV007463_F002;REV007468_F004;REV007497_F001;REV007515_F001;REV007568_F002;REV007582_F001;REV007583_F001;REV007604_F001;REV007606_F001;REV007627_F002
Ancient City of Polonnaruwa,Public transport access,1,0,0,1,0.0,neutral,1,REV007611_F001
Ancient City of Polonnaruwa,Restaurant,7,2,0,5,0.286,neutral,7,REV007267_F001;REV007344_F001;REV007416_F001;REV007426_F001;REV007440_F006;REV007479_F001;REV007554_F001
Ancient City of Polonnaruwa,Road access,2,1,0,1,0.5,positive,2,REV007259_F010;REV007579_F001
Ancient City of Polonnaruwa,Safety barrier,4,1,1,2,0.0,neutral,4,REV007240_F001;REV007468_F001;REV007599_F001;REV007650_F001
Ancient City of Polonnaruwa,Scooter rental,1,0,0,1,0.0,neutral,1,REV007494_F001
Ancient City of Polonnaruwa,Seating,1,1,0,0,1.0,positive,1,REV007299_F001
Ancient City of Polonnaruwa,Security,12,2,3,7,-0.083,neutral,10,REV007254_F002;REV007259_F014;REV007272_F003;REV007272_F004;REV007384_F003;REV007435_F001;REV007518_F001;REV007557_F001;REV007557_F002;REV007616_F002;REV007647_F001;REV007649_F001
Ancient City of Polonnaruwa,Shade or shelter,12,4,2,6,0.167,neutral,12,REV007192_F001;REV007257_F002;REV007275_F003;REV007283_F001;REV007299_F002;REV007300_F001;REV007302_F001;REV007440_F001;REV007473_F001;REV007512_F001;REV007583_F004;REV007621_F001
Ancient City of Polonnaruwa,Shoe storage,20,1,3,16,-0.1,neutral,20,REV007173_F002;REV007176_F002;REV007181_F001;REV007191_F001;REV007268_F001;REV007343_F001;REV007344_F004;REV007368_F001;REV007403_F002;REV007406_F001;REV007455_F002;REV007549_F002;REV007568_F003;REV007597_F002;REV007610_F001;REV007614_F001;REV007615_F002;REV007621_F002;REV007625_F001;REV007628_F001
Ancient City of Polonnaruwa,Shop,4,1,1,2,0.0,neutral,4,REV007240_F001;REV007294_F001;REV007381_F001;REV007505_F001
Ancient City of Polonnaruwa,Signage,30,13,4,13,0.3,positive,28,REV007155_F001;REV007181_F002;REV007205_F003;REV007218_F002;REV007235_F001;REV007236_F003;REV007237_F002;REV007239_F002;REV007243_F001;REV007245_F002;REV007254_F003;REV007254_F006;REV007259_F012;REV007282_F001;REV007301_F002;REV007304_F003;REV007325_F002;REV007358_F002;REV007405_F001;REV007471_F002;REV007477_F001;REV007484_F001;REV007500_F001;REV007562_F001;REV007575_F002
Ancient City of Polonnaruwa,Souvenir shop,6,3,0,3,0.5,positive,6,REV007224_F002;REV007299_F003;REV007323_F003;REV007406_F002;REV007428_F005;REV007583_F003
Ancient City of Polonnaruwa,Steps or stairs,4,1,1,2,0.0,neutral,3,REV007351_F001;REV007358_F001;REV007358_F004;REV007428_F004
Ancient City of Polonnaruwa,Taxi service,4,0,0,4,0.0,neutral,4,REV007205_F002;REV007270_F001;REV007277_F001;REV007393_F001
Ancient City of Polonnaruwa,Ticket counter,26,5,4,17,0.038,neutral,22,REV007157_F002;REV007201_F001;REV007224_F001;REV007233_F001;REV007238_F002;REV007257_F003;REV007259_F003;REV007259_F005;REV007260_F002;REV007272_F003;REV007277_F003;REV007325_F002;REV007344_F006;REV007347_F001;REV007430_F003;REV007447_F001;REV007456_F005;REV007468_F002;REV007509_F003;REV007571_F001;REV007571_F003;REV007571_F004;REV007604_F001;REV007623_F001;REV007623_F008
Ancient City of Polonnaruwa,Ticket or receipt,110,20,19,71,0.009,neutral,79,REV007157_F002;REV007161_F001;REV007177_F003;REV007178_F001;REV007184_F001;REV007184_F002;REV007190_F001;REV007196_F001;REV007200_F001;REV007200_F002;REV007201_F001;REV007201_F002;REV007205_F001;REV007212_F002;REV007221_F003;REV007224_F001;REV007233_F001;REV007236_F002;REV007237_F001;REV007238_F002;REV007239_F001;REV007242_F001;REV007248_F001;REV007250_F001;REV007254_F001
Ancient City of Polonnaruwa,Toilet,8,6,1,1,0.625,positive,7,REV007254_F004;REV007317_F002;REV007386_F001;REV007409_F002;REV007512_F002;REV007512_F004;REV007515_F001;REV007611_F009
Ancient City of Polonnaruwa,Tuk tuk service,87,20,6,61,0.161,neutral,68,REV007159_F001;REV007161_F002;REV007163_F001;REV007163_F003;REV007163_F004;REV007165_F001;REV007174_F003;REV007176_F001;REV007183_F001;REV007186_F001;REV007186_F002;REV007189_F001;REV007200_F003;REV007200_F004;REV007207_F001;REV007212_F001;REV007221_F001;REV007225_F001;REV007226_F001;REV007233_F002;REV007236_F001;REV007237_F001;REV007245_F001;REV007259_F007;REV007268_F001
Ancient City of Polonnaruwa,Visitor centre,1,0,0,1,0.0,neutral,1,REV007629_F001
Angurukaramulla Temple,Accommodation,8,5,0,3,0.625,positive,7,REV000061_F001;REV000063_F001;REV000103_F002;REV000126_F001;REV000152_F001;REV000152_F002;REV000162_F001;REV000180_F001
Angurukaramulla Temple,Brochure,8,0,0,8,0.0,neutral,8,REV000003_F001;REV000004_F001;REV000007_F004;REV000008_F002;REV000009_F001;REV000066_F001;REV000163_F004;REV000174_F001
Angurukaramulla Temple,Clothing cover service,5,0,0,5,0.0,neutral,4,REV000007_F002;REV000007_F003;REV000011_F002;REV000127_F001;REV000129_F004
Angurukaramulla Temple,Donation box,60,15,17,28,-0.033,neutral,44,REV000035_F001;REV000035_F002;REV000036_F001;REV000043_F002;REV000044_F002;REV000056_F001;REV000056_F003;REV000056_F004;REV000056_F005;REV000056_F006;REV000056_F007;REV000056_F009;REV000059_F001;REV000059_F002;REV000063_F002;REV000064_F002;REV000065_F002;REV000065_F003;REV000066_F001;REV000067_F001;REV000069_F001;REV000074_F002;REV000075_F001;REV000077_F001;REV000079_F002
Angurukaramulla Temple,Entrance fee,35,7,14,14,-0.2,neutral,27,REV000001_F001;REV000001_F002;REV000004_F001;REV000006_F001;REV000007_F004;REV000008_F001;REV000009_F002;REV000014_F001;REV000018_F001;REV000020_F001;REV000022_F001;REV000022_F002;REV000023_F001;REV000023_F002;REV000024_F002;REV000028_F002;REV000035_F001;REV000056_F002;REV000056_F005;REV000056_F006;REV000056_F009;REV000063_F003;REV000066_F002;REV000077_F001;REV000084_F001
Angurukaramulla Temple,General facilities,1,0,0,1,0.0,neutral,1,REV000162_F002
Angurukaramulla Temple,Guide service,26,8,4,14,0.154,neutral,20,REV000007_F001;REV000010_F001;REV000028_F001;REV000028_F002;REV000042_F001;REV000042_F002;REV000043_F001;REV000044_F001;REV000044_F003;REV000050_F001;REV000056_F003;REV000056_F008;REV000061_F002;REV000069_F001;REV000099_F001;REV000102_F001;REV000107_F001;REV000114_F001;REV000119_F001;REV000129_F001;REV000129_F002;REV000145_F001;REV000171_F001;REV000171_F002;REV000174_F002
Angurukaramulla Temple,Multilingual information,4,0,0,4,0.0,neutral,4,REV000007_F004;REV000008_F002;REV000009_F001;REV000010_F002
Angurukaramulla Temple,Parking,2,1,0,1,0.5,positive,2,REV000018_F002;REV000103_F001
Angurukaramulla Temple,Road access,2,0,0,2,0.0,neutral,1,REV000094_F001;REV000094_F002
Angurukaramulla Temple,Scooter rental,1,0,0,1,0.0,neutral,1,REV000074_F001
Angurukaramulla Temple,Security,1,0,1,0,-1.0,negative,1,REV000024_F001
Angurukaramulla Temple,Shade or shelter,1,0,0,1,0.0,neutral,1,REV000094_F003
Angurukaramulla Temple,Shoe storage,5,2,2,1,0.0,positive,5,REV000047_F001;REV000079_F002;REV000126_F002;REV000175_F002;REV000178_F002
Angurukaramulla Temple,Shop,1,0,0,1,0.0,neutral,1,REV000135_F001
Angurukaramulla Temple,Signage,5,2,3,0,-0.2,negative,4,REV000001_F002;REV000028_F002;REV000028_F003;REV000073_F001;REV000175_F002
Angurukaramulla Temple,Taxi service,2,0,0,2,0.0,neutral,2,REV000056_F002;REV000083_F001
Angurukaramulla Temple,Ticket counter,1,0,1,0,-1.0,negative,1,REV000020_F001
Angurukaramulla Temple,Ticket or receipt,3,0,2,1,-0.667,negative,3,REV000001_F002;REV000020_F001;REV000067_F002
Angurukaramulla Temple,Tuk tuk service,30,5,4,21,0.033,neutral,27,REV000011_F001;REV000012_F001;REV000040_F001;REV000044_F003;REV000054_F001;REV000055_F001;REV000056_F002;REV000057_F001;REV000057_F002;REV000061_F001;REV000063_F001;REV000064_F001;REV000065_F001;REV000079_F001;REV000082_F001;REV000084_F001;REV000085_F001;REV000089_F001;REV000108_F001;REV000111_F001;REV000111_F002;REV000137_F001;REV000154_F001;REV000163_F003;REV000164_F001
Arugam Bay,Accommodation,161,52,25,84,0.168,neutral,104,REV037354_F001;REV037358_F001;REV037369_F001;REV037380_F001;REV037383_F007;REV037383_F008;REV037393_F002;REV037397_F001;REV037399_F001;REV037400_F001;REV037402_F001;REV037404_F002;REV037404_F003;REV037405_F001;REV037405_F002;REV037408_F001;REV037408_F002;REV037412_F001;REV037417_F001;REV037419_F001;REV037420_F001;REV037424_F001;REV037425_F002;REV037426_F001;REV037433_F001
Arugam Bay,Bike rental,2,1,0,1,0.5,positive,2,REV037387_F003;REV037577_F002
Arugam Bay,Boat service,1,0,0,1,0.0,neutral,1,REV037539_F001
Arugam Bay,Bridge,6,3,0,3,0.5,positive,6,REV037522_F002;REV037591_F002;REV037631_F004;REV037635_F004;REV037665_F002;REV037674_F001
Arugam Bay,Brochure,3,1,1,1,0.0,positive,3,REV037626_F001;REV037667_F001;REV037668_F005
Arugam Bay,Cafe,12,5,1,6,0.333,neutral,12,REV037341_F001;REV037343_F001;REV037350_F002;REV037383_F003;REV037386_F001;REV037388_F001;REV037428_F001;REV037503_F001;REV037557_F003;REV037620_F003;REV037643_F002;REV037659_F005
Arugam Bay,Clothing cover service,1,0,0,1,0.0,neutral,1,REV037635_F005
Arugam Bay,Entrance fee,31,10,6,15,0.129,neutral,21,REV037383_F006;REV037415_F001;REV037415_F003;REV037415_F004;REV037431_F001;REV037431_F002;REV037431_F003;REV037431_F004;REV037438_F001;REV037449_F001;REV037522_F002;REV037551_F005;REV037552_F001;REV037552_F002;REV037562_F001;REV037586_F001;REV037599_F001;REV037599_F002;REV037602_F001;REV037602_F003;REV037605_F001;REV037606_F002;REV037620_F005;REV037622_F001;REV037624_F004
Arugam Bay,Food stall,7,2,1,4,0.143,neutral,7,REV037392_F001;REV037455_F001;REV037476_F002;REV037601_F002;REV037635_F002;REV037649_F003;REV037659_F006
Arugam Bay,General facilities,2,1,1,0,0.0,positive,2,REV037627_F001;REV037651_F003
Arugam Bay,Guide service,6,1,0,5,0.167,neutral,4,REV037408_F003;REV037408_F004;REV037635_F005;REV037635_F006;REV037652_F005;REV037666_F004
Arugam Bay,Jeep service,2,1,0,1,0.5,positive,2,REV037502_F001;REV037546_F001
Arugam Bay,Lifeguard service,3,1,0,2,0.333,neutral,3,REV037370_F001;REV037404_F001;REV037531_F001
Arugam Bay,Lighting,1,0,0,1,0.0,neutral,1,REV037635_F008
Arugam Bay,Parking,4,0,0,4,0.0,neutral,3,REV037351_F002;REV037351_F003;REV037472_F001;REV037636_F001
Arugam Bay,Public transport access,2,2,0,0,1.0,positive,2,REV037561_F001;REV037624_F004
